ISBN,title,summary,language,country,num_page,cover,publisher,publication_date,authors,genres
9780743296430,House Rules,"
When your son can't look you in the eye...does that mean he's guilty?
Jacob Hunt is a teen with Asperger's syndrome. He's hopeless at reading social cues or expressing himself well to others; though he is brilliant in many ways. But he has a special focus on one subject - forensic analysis. A police scanner in his room clues him in to crime scenes; and he's always showing up and telling the cops what to do. And he's usually right.But when Jacob's small hometown is rocked by a terrible murder; law enforcement comes to him. Jacob's behaviors are hallmark Asperger's; but they look a lot like guilt to the local police. Suddenly the Hunt family; who only want to fit in; are directly in the spotlight. For Jacob's mother; Emma; it's a brutal reminder of the intolerance and misunderstanding that always threaten her family. For his brother; Theo; it's another indication why nothing is normal because of Jacob.And over this small family; the soul-searing question looms: 
Did Jacob commit murder?
",English,USA,532,https://images.gr-assets.com/books/1290479868l/6614960.jpg,Random House,2002-01-02,Jodi Picoult,Fiction|Mystery|Contemporary
9780836204380,The Calvin and Hobbes Tenth Anniversary Book,Many moons ago; the magic of Calvin and Hobbes first appeared on the funny pages and the world was introduced to a wondrous pair of friends -- a boy and his tiger; who brought new life to the comics page. To celebrate the tenth anniversary of this distinguished partnership; Bill Watterson prepared this special book; sharing his thoughts on cartooning and creating Calvin and Hobbes; illustrated throughout with favorite black-and-white and color cartoons.,English,UK,208,https://images.gr-assets.com/books/1429324469l/24813.jpg,Simon and Schuster,1970-02-01,Bill Watterson,Sequential Art|Comics|Humor|Sequential Art|Graphic Novels|Fiction
9780141182350,The Call of Cthulhu and Other Weird Stories,This collection spans Lovecraft’s literary career; and charts the development of his ‘cosmicist�philosophy; the belief that behind the veil of our blinkered everyday lives lies another reality; too terrible for the human mind to comprehend. In stories written in the gothic tradition; narrators recount their descent into madness and despair. Through their investigations into the unexplained; they tug at the thin threads that separate our world from another of indescribable horror. ‘�Great God! I never dreamed of THIS!”�screams occultist Harley Warren in ‘The Statement of Randolph Carter� as he begs his companion to bury him alive. Another early piece; ‘The Outsider��a tragic and emotive evocation of loneliness and desolation �follows a man’s escape from his castle in a desperate search for human contact; but the loathsome truth he discovers destroys his mind.In later tales; such as the iconic ‘The Call of Cthulhu�and ‘The Whisperer in Darkness� Lovecraft reaches into the cosmos; bridging the divide between horror and science fiction. The extra-terrestrial ‘gods�and cursed histories that would emerge from these stories now form the cornerstones of Lovecraft’s unique mythology: the Cthulhu Mythos. This fictional universe; built in large part by his friend and most ardent supporter August Derleth; has in the years since been reimagined in myriad forms; and continues to act as a haunted playground for countless illustrators; fans and authors.This edition; based on its sister limited edition; marries Lovecraft’s best-known fiction with two modern masters of the macabre; the acclaimed artist Dan Hillier and author Alan Moore. In his beautifully crafted new preface; Moore finds Lovecraft at once at odds with and integral to the time in which he lived: ‘the improbable embodiment of an estranged world in transition� Yet; despite his prejudices and parochialisms; he ‘possessed a voice and a perspective both unique in modern literature�Hillier’s six mesmerising; portal-like illustrations embrace the alien realities that lurk among the gambrel roofs of Lovecraft’s landscapes. By splicing Victorian portraits and lithographs with cosmic and Lovecraftian symbolism; each piece �like the stories themselves �pulls apart the familiar to reveal what lies beneath.The edition itself shimmers with Lovecraft’s ‘unknown colours� bound in purple and greens akin to both the ocean depths and mysteries from outer space. The cover is embossed with a mystical design by Hillier; while a monstrous eye stares blankly from the slipcase.,English,UK,420,https://images.gr-assets.com/books/1320618937l/160149.jpg,Simon and Schuster,2002-01-02,H.P. Lovecraft|S.T. Joshi,Horror|Fiction|Short Stories|Fantasy|Classics|Science Fiction
9780553383680,Gates of Fire: An Epic Novel of the Battle of Thermopylae,In 480 B.C.; two million Persian invaders come to the mountain pass of Thermopylae in eastern Greece; where they are met by 300 of Sparta's finest warriors. The Greek loyalists battle for six days in a prelude to their ultimate victory.,English,UK,384,https://images.gr-assets.com/books/1386924869l/1305.jpg,Penguin,2012-08-09,Steven Pressfield,Fiction|Historical|Historical Fiction|War|Military Fiction|Historical|War
9780679417380,Buddenbrooks: The Decline of a Family,Buddenbrooks; first published in Germany in 1901; when Mann was only twenty-six; has become a classic of modern literature.It is the story of four generations of a wealthy bourgeois family in northern Germany facing the advent of modernity; in an uncertain new world; the family’s bonds and traditions begin to disintegrate. As Mann charts the Buddenbrooks�decline from prosperity to bankruptcy; from moral and psychic soundness to sickly piety; artistic decadence; and madness; he ushers the reader into a world of stunning vitality; pieced together from births and funerals; weddings and divorces; recipes; gossip; and earthy humor.In its immensity of scope; richness of detail; and fullness of humanity; buddenbrooks surpasses all other modern family chronicles. With remarkable fidelity to the original German text; this superb translation emphasizes the magnificent scale of Mann’s achievement in this riveting; tragic novel.,English,USA,731,https://images.gr-assets.com/books/1337128414l/80890.jpg,Harper Collins,1988-01-01,Thomas Mann|T.J. Reed|John E. Woods,Classics|Fiction|European Literature|German Literature|Cultural|Germany
9780679723060,What We Talk About When We Talk About Love,Alternate-cover edition can be found here In his second collection; Carver establishes his reputation as one of the most celebrated and beloved short-story writers in American literature—a haunting meditation on love; loss; and companionship; and finding one’s way through the dark.,English,USA,159,https://images.gr-assets.com/books/1517174973l/11438.jpg,Simon and Schuster,2002-01-02,Raymond Carver,Short Stories|Fiction|Classics|Literature|American|Literature|Contemporary|Literary Fiction|Literature|20th Century|The United States Of America|Adult
9780307592740,Wild: From Lost to Found on the Pacific Crest Trail,At twenty-two; Cheryl Strayed thought she had lost everything. In the wake of her mother’s death; her family scattered and her own marriage was soon destroyed. Four years later; with nothing more to lose; she made the most impulsive decision of her life. With no experience or training; driven only by blind will; she would hike more than a thousand miles of the Pacific Crest Trail from the Mojave Desert through California and Oregon to Washington State �and she would do it alone.Told with suspense and style; sparkling with warmth and humor; Wild powerfully captures the terrors and pleasures of one young woman forging ahead against all odds on a journey that maddened; strengthened; and ultimately healed her.,English,USA,315,https://images.gr-assets.com/books/1453189881l/12262741.jpg,Simon and Schuster,2010-05-05,Cheryl Strayed,Nonfiction|Autobiography|Memoir|Travel|Biography
9780486431680,Hunger,"One of the most important and controversial writers of the 20th century; Knut Hamsun made literary history with the publication in 1890 of this powerful; autobiographical novel recounting the abject poverty; hunger and despair of a young writer struggling to achieve self-discovery and its ultimate artistic expression. The book brilliantly probes the psychodynamics of alienation; obsession; and self-destruction; painting an unforgettable portrait of a man driven by forces beyond his control to the edge of the abyss. Hamsun influenced many of the major 20th-century writers who followed him; including Kafka; Joyce and Henry Miller. Required reading in world literature courses; the highly influential; landmark novel will also find a wide audience among lovers of books that probe the ""unexplored crannies in the human soul"" (George Egerton).",English,USA,134,https://images.gr-assets.com/books/1456243307l/32585.jpg,Simon and Schuster,2012-08-09,Knut Hamsun|George Egerton,Fiction|Classics|Literature|Novels|European Literature|Scandinavian Literature
9780884944450,The Miracle of Forgiveness,During his earthly ministry; Jesus performed many miracles; including healing numerous diseased and disabled bodies. But perhaps his greatest miracle was the healing of people's souls; - the forgiveness of sin. Jesus offers us that same miracle on the same terms- sincere repentance. In The Miracle of Forgiveness; President Spencer W Kimball gives a penetrating explanation of repentance and forgiveness and clarifies their implications for Church members. His in-depth approach shows that the need for forgiveness is universal; portrays the various facets of repentance; and emphasizes some of the more serious errors; particularly sexual ones; which afflict both modern society and Church members. Most important; he illuminates his message with the brightness of hope that even those who have gone grievously astray may find the way back to peace and security. Never before has any book brought this vital and moving subject into so sharp a focus. This classic book is a major work of substance and power. After; all who does not need the miracle of forgiveness.,English,USA,376,https://images.gr-assets.com/books/1180562350l/1055617.jpg,Random House,2010-05-05,Spencer W. Kimball,Religion|Christianity|Lds|Nonfiction|Religion|Church|Spirituality|Self Help
9780060748160,Eye of the Needle,"One enemy spy knows the secret to the Allies' greatest deception; a brilliant aristocrat and ruthless assassin -- code name: ""The Needle"" -- who holds the key to ultimate Nazi victory. Only one person stands in his way: a lonely Englishwoman on an isolated island; who is beginning to love the killer who has mysteriously entered her life. All will come to a terrifying conclusion in Ken Follett's unsurpassed and unforgettable masterwork of suspense; intrigue; and the dangerous machinations of the human heart.",English,USA,339,https://images.gr-assets.com/books/1327939511l/92364.jpg,Hachette,1970-02-01,Ken Follett,Fiction|Historical|Historical Fiction|Thriller|Mystery|Spy Thriller|Espionage|Suspense
9780743457260,A Knight in Shining Armor,Once upon a time... as a fair maiden lay weeping upon a cold tombstone; her heartfelt desire was suddenly made real before her: tall; broad of shoulder; attired in gleaming silver and gold; her knight in shining armor had come to rescue his damsel in distress...Abandoned by a cruel fate; lovely Dougless Montgomery lies weeping upon a cold tombstone in an English church. Suddenly; the most extraordinary man appears. It is Nicholas Stafford; Earl of Thornwyck…and according to his tombstone he died in 1564!Drawn to his side by a bond so sudden and compelling it overshadows reason; Dougless knows that Nicholas is nothing less than a miracle: a man who does not seek to change her; who finds her perfect; fascinating; just as she is. What Dougless never imagined was how strong the chains are that tie them to the past…or the grand adventure that lay before them.,English,USA,464,https://images.gr-assets.com/books/1330613623l/73385.jpg,Macmillan,2010-05-05,Jude Deveraux,Romance|Science Fiction|Time Travel|Romance|Historical Romance|Historical|Historical|Historical Fiction|Fiction
9780553381350,The Right Stuff,"When the future began...The men had it. Yeager. Conrad. Grissom. Glenn. Heroes ... the first Americans in space ... battling the Russians for control of the heavens ... putting their lives on the line.The women had it. While Mr. Wonderful was aloft; it tore your heart out that the Hero's Wife; down on the ground; had to perform with the whole world watching ... the TV Press Conference: ""What's in your heart? Do you feel with him while he's in orbit?""The Right Stuff. It's the quality beyond bravery; beyond courage. It's men like Chuck Yeager; the greatest test pilot of all and the fastest man on earth. Pete Conrad; who almost laughed himself out of the running. Gus Grissom; who almost lost it when his capsule sank. John Glenn; the only space traveler whose apple-pie image wasn't a lie.",English,USA,352,https://images.gr-assets.com/books/1393654700l/586472.jpg,Macmillan,2010-05-05,Tom Wolfe,Nonfiction|History|Science|Space|Biography
9780345455680,London,Here is Edward Rutherfurd's classic novel of London; a glorious pageant spanning 2;000 years. He brings this vibrant city's long and noble history alive through the ever-shifting fortunes; fates; and intrigues of half-a-dozen families; from the age of Julius Caesar to the 20th century. Generation after generation; these families embody the passion; struggle; wealth; and verve of the greatest city in the world.,English,UK,1152,https://images.gr-assets.com/books/1320450619l/92160.jpg,Random House,2010-05-05,Edward Rutherfurd,Historical|Historical Fiction|Fiction|Historical
9780743289690,Infidel,One of today’s most admired and controversial political figures; Ayaan Hirsi Ali burst into international headlines following the murder of Theo van Gogh by an Islamist who threatened that she would be next. She made headlines again when she was stripped of her citizenship and resigned from the Dutch Parliament.Infidel shows the coming of age of this distinguished political superstar and champion of free speech as well as the development of her beliefs; iron will; and extraordinary determination to fight injustice. Raised in a strict Muslim family; Hirsi Ali survived civil war; female mutilation; brutal beatings; adolescence as a devout believer during the rise of the Muslim Brotherhood; and life in four troubled; unstable countries ruled largely by despots. She escaped from a forced marriage and sought asylum in the Netherlands; where she earned a college degree in political science; tried to help her tragically depressed sister adjust to the West; and fought for the rights of Muslim women and the reform of Islam as a member of Parliament. Under constant threat; demonized by reactionary Islamists and politicians; disowned by her father; and expelled from family and clan; she refuses to be silenced.Ultimately a celebration of triumph over adversity; Hirsi Ali’s story tells how a bright little girl evolves out of dutiful obedience to become an outspoken; pioneering freedom fighter. As Western governments struggle to balance democratic ideals with religious pressures; no other book could be more timely or more significant.,English,UK,353,https://images.gr-assets.com/books/1388256729l/81227.jpg,Harper Collins,2010-05-05,Ayaan Hirsi Ali,Nonfiction|Autobiography|Memoir|Biography|Religion|Cultural|Africa
9780064400560,Stuart Little,A paperback edition of E.B. White's classic novel about one small mouse on a very big adventure! With black and white illustrations.Stuart Little is no ordinary mouse. Born to a family of humans; he lives in New York City with his parents; his older brother George; and Snowbell the cat. Though he's shy and thoughtful; he's also a true lover of adventure.Stuart's greatest adventure comes when his best friend; a beautiful little bird named Margalo; disappears from her nest. Determined to track her down; Stuart ventures away from home for the very first time in his life. He finds adventure aplenty. But will he find his friend?,English,UK,131,https://images.gr-assets.com/books/1347367311l/138959.jpg,Hachette,1988-01-01,E.B. White|Garth Williams,Childrens|Classics|Fiction|Fantasy
9780974607800,Bartleby the Scrivener,"Academics hail it as the beginning of modernism; but to readers around the world—even those daunted by Moby-Dick—Bartleby the Scrivener is simply one of the most absorbing and moving novellas ever. Set in the mid-19th century on New York City’s Wall Street; it was also; perhaps; Herman Melville's most prescient story: what if a young man caught up in the rat race of commerce finally just said; ""I would prefer not to""?The tale is one of the final works of fiction published by Melville before; slipping into despair over the continuing critical dismissal of his work after Moby-Dick; he abandoned publishing fiction. The work is presented here exactly as it was originally published in Putnam's magazine—to; sadly; critical disdain.",English,USA,64,https://images.gr-assets.com/books/1320404048l/114230.jpg,Random House,2010-05-05,Herman Melville,Classics|Fiction|Short Stories|Literature|Literature|American|Literature|19th Century
9780393960430,Sister Carrie,When a girl leaves her home at eighteen; she does one of two things. Either she falls into saving hands and becomes better; or she rapidly assumes the cosmopolitan standard of virtue and becomes worse.'The tale of Carrie Meeber's rise to stardom in the theatre and George Hurstwood's slow decline captures the twin poles of exuberance and exhaustion in modern city life as never before. The premier example of American naturalism; Dreiser's remarkable first novel has deeply influenced such key writers as William Faulkner; F. Scott Fitzgerald; Saul Bellow; and Joyce Carol Oates. This edition uses the 1900 text; which is regarded as the author's final version.,English,UK,580,https://images.gr-assets.com/books/1387666415l/126609.jpg,Hachette,2012-08-09,Theodore Dreiser,Classics|Fiction|Literature|Literature|American
9780099416420,Lust for Life,nan,English,USA,431,https://images.gr-assets.com/books/1348532272l/79834.jpg,Simon and Schuster,1988-01-01,Irving Stone,Historical|Historical Fiction|Fiction|Classics|Historical
9780060007770,The Gulag Archipelago 1918-1956,Drawing on his own incarceration and exile; as well as on evidence from more than 200 fellow prisoners and Soviet archives; Aleksandr I. Solzhenitsyn reveals the entire apparatus of Soviet repression -- the state within the state that ruled all-powerfully.Through truly Shakespearean portraits of its victims -- men; women; and children -- we encounter secret police operations; labor camps and prisons; the uprooting or extermination of whole populations; the welcome that awaited Russian soldiers who had been German prisoners of war. Yet we also witness the astounding moral courage of the incorruptible; who; defenseless; endured great brutality and degradation. The Gulag Archipelago 1918-1956 -- a grisly indictment of a regime; fashioned here into a veritable literary miracle -- has now been updated with a new introduction that includes the fall of the Soviet Union and Solzhenitsyn's move back to Russia.,English,USA,472,https://images.gr-assets.com/books/1388293026l/70561.jpg,Harper Collins,1988-01-01,Aleksandr Solzhenitsyn|Edward E. Ericson Jr.,History|Nonfiction|Cultural|Russia|Classics|Politics
9780861661410,From Hell,"""I shall tell you where we are. We're in the most extreme and utter region of the human mind. A dim; subconscious underworld. A radiant abyss where men meet themselves. Hell; Netley. We're in Hell."" Having proved himself peerless in the arena of reinterpreting superheroes; Alan Moore turned his ever-incisive eye to the squalid; enigmatic world of Jack the Ripper and the Whitechapel murders of 1888. Weighing in at 576 pages; From Hell is certainly the most epic of Moore's works and remarkably and is possibly his finest effort yet in a career punctuated by such glorious highlights as Watchmen and V for Vendetta . Going beyond the myriad existing theories; which range from the sublime to the ridiculous; Moore presents an ingenious take on the slaughter. His Ripper's brutal activities are the epicentre of a conspiracy involving the very heart of the British Establishment; including the Freemasons and The Royal Family. A popular claim; which is transformed through Moore's exquisite and thoroughly gripping vision; of the Ripper crimes being the womb from which the 20th century; so enmeshed in the celebrity culture of violence; received its shocking; visceral birth. Bolstered by meticulous research that encompasses a wide spectrum of Ripper studies and myths and coupled with his ability to evoke sympathies in such monstrous characters; Moore has created perhaps the finest examination of the Ripper legacy; observing far beyond society's obsessive need to expose Evil's visage. Ultimately; as Moore observes; Jack's identity and his actions are inconsequential to the manner in which society embraced the Fear: ""It's about us. It's about our minds and how they dance. Jack mirrors our hysterias. Faceless; he is the receptacle for each new social panic."" Eddie Campbell's stunning black and white artwork; replete with a scratchy; dirty sheen; is perfectly matched to the often-unshakeable intensity of Moore's writing. Between them; each murder is rendered in horrifying detail; providing the book's most unnerving scenes; made more so in uncomfortable; yet lyrical moments as when the villain embraces an eviscerated corpse; craving understanding; pleading that they ""are wed in legend; inextricable within eternity"". Though technically a comic; the term hardly begins to describe From Hell's inimitable grandeur and finesse; as it takes the medium to fresh heights of ingenuity and craftsmanship. Moore and Campbell's autopsy on the emaciated corpse of the Ripper myth has divulged a deeply disturbing yet undeniably captivating masterpiece. --Danny Graydon",English,UK,576,https://images.gr-assets.com/books/1509277098l/23529.jpg,Crossley,2010-05-05,Alan Moore|Eddie Campbell|Pete Mullins,Sequential Art|Graphic Novels|Sequential Art|Comics|Horror|Fiction|Historical|Historical Fiction
9780060541810,The Andromeda Strain,The United States government is given a warning by the pre-eminent biophysicists in the country: current sterilization procedures applied to returning space probes may be inadequate to guarantee uncontaminated re-entry to the atmosphere. Two years later; seventeen satellites are sent into the outer fringes of space to collect organisms and dust for study. One of them falls to earth; landing in a desolate area of Arizona. Twelve miles from the landing site; in the town of Piedmont; a shocking discovery is made: the streets are littered with the dead bodies of the town's inhabitants; as if they dropped dead in their tracks.,English,USA,327,https://images.gr-assets.com/books/1388889327l/7670.jpg,Simon and Schuster,2012-08-09,Michael Crichton,Science Fiction|Fiction|Thriller
9780060955230,Under the Volcano,Geoffrey Firmin; a former British consul; has come to Quauhnahuac; Mexico. Here the consul's debilitating malaise is drinking; and activity that has overshadowed his life. Under the Volcano is set during the most fateful day of the consul's life--the Day of the Dead; 1938. His wife; Yvonne; arrives in Quauhnahuac to rescue him and their failing marriage; inspired by a vision of life together away from Mexico and the circumstances that have driven their relationship to the brink of collapse. Yvonne's mission is to save the consul is further complicated by the presence of Hugh; the consul's half-brother; and Jacques; a childhood friend. The events of this one day unfold against a backdrop unforgettable for its evocation of a Mexico at once magical and diabolical.Under the Volcano remains one of the most powerful and lyrical statements on the human condition and one man's constant struggle against the elemental forces that threaten to destroy him.,English,UK,397,https://images.gr-assets.com/books/1390014193l/31072.jpg,Crossley,2010-05-05,Malcolm Lowry,Fiction|Classics|Literature|Novels
9780425192030,Lightning," ""A gripping novel"" from the #1 New York Times bestselling author-now in trade paperback for the first time.   In the midst of a raging blizzard; lightning struck on the night Laura Shane was born. And a mysterious blond-haired stranger showed up just in time to save her from dying.  Years later; in the wake of another storm; Laura will be saved again. For someone is watching over her. But just as lightning illuminates; darkness always follows close behind.",English,USA,384,https://images.gr-assets.com/books/1410030512l/32424.jpg,Crossley,2010-05-05,Dean Koontz,Horror|Fiction|Thriller|Science Fiction|Science Fiction|Time Travel
9780807059100,The Story of My Experiments With Truth,"Mohandas K. Gandhi is one of the most inspiring figures of our time. In his classic autobiography he recounts the story of his life and how he developed his concept of active nonviolent resistance; which propelled the Indian struggle for independence and countless other nonviolent struggles of the twentieth century.In a new foreword; noted peace expert and teacher Sissela Bok urges us to adopt Gandhi's ""attitude of experimenting; of testing what will and will not bear close scrutiny; what can and cannot be adapted to new circumstances;"" in order to bring about change in our own lives and communities. All royalties earned on this book are paid to the Navajivan Trust; founded by Gandhi; for use in carrying on his work.",English,USA,560,https://images.gr-assets.com/books/1320560971l/112803.jpg,Harper Collins,2010-05-05,Mahatma Gandhi,Biography|Nonfiction|History|Biography|Autobiography|Cultural|India|Philosophy
9781442435000,Since You've Been Gone,It was Sloane who yanked Emily out of her shell and made life 100% interesting. But right before what should have been the most epic summer; Sloane just…disappears. All she leaves behind is a to-do list.On it; thirteen Sloane-inspired tasks that Emily would normally never try. But what if they could bring her best friend back?Apple picking at night? Okay; easy enough.Dance until dawn? Sure. Why not?Kiss a stranger? Um... Emily now has this unexpected summer; and the help of Frank Porter (totally unexpected); to check things off Sloane's list. Who knows what she’ll find?Go skinny-dipping? Wait...what?,English,UK,464,https://images.gr-assets.com/books/1377702326l/18189606.jpg,Penguin,1970-02-01,Morgan Matson,Contemporary|Young Adult|Romance
9780743496740,Change of Heart,"The acclaimed #1 ""New York Times"" bestselling author presents a spellbinding tale of a mother's tragic loss and one man's last chance at gaining salvation.Can we save ourselves; or do we rely on others to do it? Is what we believe always the truth?One moment June Nealon was happily looking forward to years full of laughter and adventure with her family; and the next; she was staring into a future that was as empty as her heart. Now her life is a waiting game. Waiting for time to heal her wounds; waiting for justice. In short; waiting for a miracle to happen.For Shay Bourne; life holds no more surprises. The world has given him nothing; and he has nothing to offer the world. In a heartbeat; though; something happens that changes everything for him. Now; he has one last chance for salvation; and it lies with June's eleven-year-old daughter; Claire. But between Shay and Claire stretches an ocean of bitter regrets; past crimes; and the rage of a mother who has lost her child.Would you give up your vengeance against someone you hate if it meant saving someone you love? Would you want your dreams to come true if it meant granting your enemy's dying wish?Once again; Jodi Picoult mesmerizes and enthralls readers with this story of redemption; justice; and love.",English,UK,448,https://images.gr-assets.com/books/1390429931l/1609451.jpg,Hachette,2010-05-05,Jodi Picoult,Fiction|Contemporary|Womens Fiction|Chick Lit|Adult Fiction
9780060832810,The Zahir,The narrator of  The Zahir  is a bestselling novelist who lives in Paris and enjoys all the privileges money and celebrity bring. His wife of ten years; Esther; is a war correspondent who has disappeared along with a friend; Mikhail; who may or may not be her lover.Was Esther kidnapped; murdered; or did she simply escape a marriage that left her unfulfilled? The narrator doesn’t have any answers; but he has plenty of questions of his own. Then one day Mikhail finds the narrator and promises to reunite him with his wife. In his attempt to recapture a lost love; the narrator discovers something unexpected about himself.,English,USA,336,https://images.gr-assets.com/books/1493044059l/1427.jpg,Random House,2010-05-05,Paulo Coelho|Margaret Jull Costa,Fiction|Philosophy|Novels
9780449912420,Three Comrades,The year is 1928. On the outskirts of a large German city; three young men are earning a thin and precarious living. Fully armed young storm troopers swagger in the streets. Restlessness; poverty; and violence are everywhere. For these three; friendship is the only refuge from the chaos around them. Then the youngest of them falls in love; and brings into the group a young woman who will become a comrade as well; as they are all tested in ways they can never have imagined. . . .Written with the same overwhelming simplicity and directness that made All Quiet on the Western Front a classic; Three Comrades portrays the greatness of the human spirit; manifested through characters who must find the inner resources to live in a world they did not make; but must endure.,English,USA,496,https://images.gr-assets.com/books/1515771860l/91203.jpg,Crossley,2010-05-05,Erich Maria Remarque|Arthur Wesley Wheen,Classics|Fiction|European Literature|German Literature|Historical|Historical Fiction|War
9780679644190,Tell the Wolves I'm Home,In this striking literary debut; Carol Rifka Brunt unfolds a moving story of love; grief; and renewal as two lonely people become the unlikeliest of friends and find that sometimes you don't know you've lost someone until you've found them. 1987. There's only one person who has ever truly understood fourteen-year-old June Elbus; and that's her uncle; the renowned painter Finn Weiss. Shy at school and distant from her older sister; June can only be herself in Finn's company; he is her godfather; confidant; and best friend. So when he dies; far too young; of a mysterious illness her mother can barely speak about; June's world is turned upside down. But Finn's death brings a surprise acquaintance into June's life—someone who will help her to heal; and to question what she thinks she knows about Finn; her family; and even her own heart. At Finn's funeral; June notices a strange man lingering just beyond the crowd. A few days later; she receives a package in the mail. Inside is a beautiful teapot she recognizes from Finn's apartment; and a note from Toby; the stranger; asking for an opportunity to meet. As the two begin to spend time together; June realizes she's not the only one who misses Finn; and if she can bring herself to trust this unexpected friend; he just might be the one she needs the most. An emotionally charged coming-of-age novel; Tell the Wolves I'm Home is a tender story of love lost and found; an unforgettable portrait of the way compassion can make us whole again.,English,USA,360,https://images.gr-assets.com/books/1335450415l/12875258.jpg,Hachette,2002-01-02,Carol Rifka Brunt,Fiction|Young Adult|Historical|Historical Fiction|Contemporary|Young Adult|Coming Of Age
9789871144270,El túnel,"Breve e intensa novela publicada en 1948; este logrado fruto de la denominada ""literatura existencial"" le dio a su autor un reconocimiento que traspasó las fronteras nacionales. Para quien todavía no la leyó; El túnel es la mejor introducción al universo prodigioso de Ernesto Sábato; para quien la conoce; un clásico de las letras del continente; una historia sobre el drama del hombre arrojado en el sinsentido más doloroso: la conciencia de la nada. El narrador describe una historia de amor y muerte en la que muestra la soledad del individuo contemporáneo. No están ausentes de esta trama policial y de suspenso; la locura y la increíble reflexión del protagonista; el pintor Juan Pablo Castel; debatiéndose por comprender las causas que lo arrastraron a matar a la mujer que amaba; María Iribarne; y que era su única vía de salvación. En este alucinante drama de la vida interior; seres intrincados en la bestial búsqueda de comprensión ceden a la mentira; la hipocresía y los celos desmedidos hasta el crimen más inexplicable. Aventura amorosa; aventura onírica; aventura del ser que dan testimonio de un asesinato; de cierta memoria culpable y de una valiente introspección. Técnicamente perfecta y de lectura apasionante; El túnel excede el negativismo ácido de Sartre y la frenética huida hacia el vacío que plantea El extranjero de Camus; pero tiene de esos dos maestros literarios la impronta genial que hace de la escritura una radiografía del alma atormentada.",English,UK,158,https://images.gr-assets.com/books/1170423850l/53447.jpg,Macmillan,2002-01-02,Ernesto Sábato,Fiction|Classics|European Literature|Spanish Literature
9786140105230,ساق البامبو,لماذا كان جلوسي تحت الشجرة يزعج أمي؟ أتراها كانت تخشى أن تنبت لي جذور تضرب في عمق الأرض ما يجعل عودتي إلى بلاد أبي أمراً مستحيلاً؟..ربما، ولكن، حتى الجذور لا تعني شيئاً أحياناً. لو كنت مثل نبتة البامبو.. لا انتماء لها.. نقتطع جزءاً من ساقها.. نغرسه، بلا جذور، في أي أرض.. لا يلبث الساق طويلاً حتى تنبت له جذور جديدة.. تنمو من جديد.. في أرض جديدة.. بلا ماض.. بلا ذاكرة.. لا يلتفت إلى اختلاف الناس حول تسميته.. كاوايان في الفلبين.. خيزران في الكويت.. أو بامبو في أماكن أخرى.,English,USA,400,https://images.gr-assets.com/books/1336743682l/13637412.jpg,Macmillan,1970-02-01,سعود السنعوسي|Saud Alsanousi,Novels
9780446678450,Cane River,A New York Times bestseller and Oprah's Book Club Pick-the unique and deeply moving saga of four generations of African-American women whose journey from slavery to freedom begins on a Creole plantation in Louisiana.Beginning with her great-great-great-great grandmother; a slave owned by a Creole family; Lalita Tademy chronicles four generations of strong; determined black women as they battle injustice to unite their family and forge success on their own terms. They are women whose lives begin in slavery; who weather the Civil War; and who grapple with contradictions of emancipation; Jim Crow; and the pre-Civil Rights South. As she peels back layers of racial and cultural attitudes; Tademy paints a remarkable picture of rural Louisiana and the resilient spirit of one unforgettable family.There is Elisabeth; who bears both a proud legacy and the yoke of bondage... her youngest daughter; Suzette; who is the first to discover the promise-and heartbreak-of freedom... Suzette's strong-willed daughter Philomene; who uses a determination born of tragedy to reunite her family and gain unheard-of economic independence... and Emily; Philomene's spirited daughter; who fights to secure her children's just due and preserve their dignity and future.Meticulously researched and beautifully written; Cane River presents a slice of American history never before seen in such piercing and personal detail.,English,USA,522,https://images.gr-assets.com/books/1442965580l/5167.jpg,Simon and Schuster,2002-01-02,Lalita Tademy,Historical|Historical Fiction|Fiction|Historical|Cultural|African American|American|Southern|Adult|Book Club|Novels|Adult Fiction|Family
9780060734080,Fairest,In the kingdom of Ayortha; who is the fairest of them all? Certainly not Aza. She is thoroughly convinced that she is ugly. What she may lack in looks; though; she makes up for with a kind heart; and with something no one else has-a magical voice. Her vocal talents captivate all who hear them; and in Ontio Castle they attract the attention of a handsome prince - and a dangerous new queen. In this masterful novel filled with humour; adventure; romance; and song; Newbery Honor author Gail Carson Levine invites you to join Aza as she discovers how exquisite she truly is.Ages 8 - 14,English,UK,326,https://images.gr-assets.com/books/1348108149l/183660.jpg,Penguin,2010-05-05,Gail Carson Levine,Fantasy|Young Adult|Fantasy|Fairy Tales|Romance|Fiction
